# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 09_recalBases/bam/21_KB_C5.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	84c5c72a	ca839583	358867ee
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	183303247
SN	filtered sequences:	57792022
SN	sequences:	125511225
SN	is sorted:	1
SN	1st fragments:	62755605
SN	last fragments:	62755620
SN	reads mapped:	125511225
SN	reads mapped and paired:	125511210	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	125511210	# proper-pair bit set
SN	reads paired:	125511225	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	457662	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	7128063
SN	total length:	12432968838	# ignores clipping
SN	total first fragment length:	6216357729	# ignores clipping
SN	total last fragment length:	6216611109	# ignores clipping
SN	bases mapped:	12432968838	# ignores clipping
SN	bases mapped (cigar):	12309595160	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	99
SN	average first fragment length:	99
SN	average last fragment length:	99
SN	maximum length:	100
SN	maximum first fragment length:	100
SN	maximum last fragment length:	100
SN	average quality:	24.9
SN	insert size average:	1561.2
SN	insert size standard deviation:	2339.4
SN	inward oriented pairs:	73726681
SN	outward oriented pairs:	5642740
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256248	0	272508	0	0	0	0	0	0	0	0	1122085	0	0	0	61104764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	49961	0	0	0	0	0	0	0	0	0	0	4588	0	17297	37933	61543	55977	98620	118504	156549	61698	23290	95196	52250	22585	148976	209632	5054223	376054	3840265	10917950	13508863	24133980	3709671	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	6050	6771	28453	45260	23996	74379	83872	214109	21279	55232	47699	22871	2254847	100161	3085675	17527531	17467672	15967022	5722726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	5889	6791	26981	73848	34330	72994	65355	150009	20442	71161	52078	2679242	93380	2965296	17417241	12735673	20828924	5455971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	5599	6204	25390	64517	34985	75236	61212	147012	33098	53637	39206	2200767	81071	2566115	18625615	11180500	22362060	5193381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	0	0	0	0	0	0	0	6498	6995	30913	74442	45319	78926	65571	135715	26060	34878	32996	15148	1527908	81808	2891182	17410732	10988416	23270810	6031288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	4249	5508	11426	37497	24587	136975	129431	192941	30867	69130	70804	27480	849367	867780	2111262	10840509	15003426	17871303	13236311	1234752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	6258	0	0	0	0	0	0	7606	9403	15985	46158	17241	77552	69900	214915	17159	65324	30454	48081	1896138	158416	4640779	19707068	16973871	16173520	2579777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	0	0	0	0	0	0	0	5040	5900	14717	51616	23663	98144	66342	185379	24499	80147	35043	45274	2814154	172292	5891934	16952481	13158823	20397248	2732909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	10173	11291	24690	76061	29117	63418	53161	151508	24969	38627	47262	18902	1897242	94042	3134965	17362069	10742308	22618060	6357740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
